792,1,-0.133333333
792,2,-0.133333333
792,3,-0.133333333
792,4,-0.133333333
792,5,0.866666667
792,6,0.866666667
792,7,-0.133333333
792,8,-0.133333333
792,9,-1.133333333
792,13,0.866666667
792,14,0.866666667
792,17,0.866666667
792,18,0.866666667
792,19,-0.133333333
792,20,-2.133333333
792,21,0.866666667
792,22,0.866666667
792,23,-0.133333333
792,26,0.866666667
792,27,0.866666667
792,28,-2.133333333
792,29,0.866666667
792,30,-0.133333333
792,31,0.866666667
792,32,-1.133333333
792,33,0.866666667
792,34,-1.133333333
792,35,-0.133333333
792,36,-1.133333333
792,37,-1.133333333
474,1,0.903225806
474,2,0.903225806
474,3,0.903225806
474,4,0.903225806
474,5,0.903225806
474,6,0.903225806
474,7,0.903225806
474,8,0.903225806
474,9,0.903225806
474,14,0.903225806
474,15,0.903225806
474,17,0.903225806
474,18,-3.096774194
474,19,-3.096774194
474,20,-3.096774194
474,21,-3.096774194
474,22,0.903225806
474,23,0.903225806
474,24,0.903225806
474,25,0.903225806
474,26,0.903225806
474,27,-3.096774194
474,29,-0.096774194
474,30,-0.096774194
474,31,-0.096774194
474,32,0.903225806
474,33,-0.096774194
474,34,-0.096774194
474,35,-0.096774194
474,36,-0.096774194
474,37,-0.096774194
831,1,1
831,2,-1
831,3,1
831,4,1
831,5,1
831,6,1
831,7,1
831,8,1
831,9,1
831,11,-1
831,12,1
831,13,-1
831,14,0
831,15,0
831,16,-2
831,17,1
831,18,-1
831,19,-2
831,20,-3
831,21,-3
831,22,1
831,23,1
831,24,1
831,25,-1
831,26,1
831,27,-2
831,28,0
831,29,1
831,30,1
831,31,1
831,32,-1
831,33,1
831,34,-1
831,35,0
831,36,1
831,37,0
204,1,0.40625
204,2,0.40625
204,3,0.40625
204,4,-0.59375
204,5,0.40625
204,6,-0.59375
204,7,-0.59375
204,8,0.40625
204,9,0.40625
204,10,-0.59375
204,11,0.40625
204,12,0.40625
204,13,-0.59375
204,14,-1.59375
204,15,0.40625
204,16,-0.59375
204,17,0.40625
204,20,0.40625
204,22,1.40625
204,23,1.40625
204,24,0.40625
204,25,1.40625
204,26,1.40625
204,27,1.40625
204,30,-0.59375
204,31,0.40625
204,32,-1.59375
204,33,1.40625
204,34,-2.59375
204,35,-1.59375
204,36,-1.59375
204,37,-0.59375
62,1,0.357142857
62,3,0.357142857
62,4,0.357142857
62,5,0.357142857
62,6,0.357142857
62,8,0.357142857
62,12,-0.642857143
62,13,0.357142857
62,14,0.357142857
62,19,0.357142857
62,20,-3.642857143
62,22,0.357142857
62,23,0.357142857
62,26,0.357142857
479,1,-0.222222222
479,6,0.777777778
479,8,0.777777778
479,12,0.777777778
479,17,-0.222222222
479,18,-0.222222222
479,20,-0.222222222
479,23,0.777777778
479,28,-2.222222222
479,29,-1.222222222
479,30,-3.222222222
479,31,-0.222222222
479,32,0.777777778
479,33,0.777777778
479,34,0.777777778
479,35,0.777777778
479,36,0.777777778
479,37,0.777777778
224,1,-0.315789474
224,3,0.684210526
224,4,-1.315789474
224,5,0.684210526
224,6,0.684210526
224,8,-0.315789474
224,9,-0.315789474
224,13,0.684210526
224,14,-1.315789474
224,15,-0.315789474
224,16,-0.315789474
224,17,-0.315789474
224,20,-1.315789474
224,21,0.684210526
224,22,-0.315789474
224,23,0.684210526
224,24,0.684210526
224,25,0.684210526
224,26,0.684210526
75,1,-0.470588235
75,3,0.529411765
75,5,0.529411765
75,8,-0.470588235
75,12,0.529411765
75,16,0.529411765
75,20,0.529411765
75,22,0.529411765
75,24,0.529411765
75,26,0.529411765
75,28,-2.470588235
75,29,0.529411765
75,30,0.529411765
75,31,-0.470588235
75,32,-2.470588235
75,33,0.529411765
75,37,0.529411765
686,1,0
686,3,0
686,4,1
686,5,0
686,6,0
686,12,-1
686,14,0
686,22,0
686,23,0
686,25,0
686,26,0
519,3,-0.583333333
519,4,0.416666667
519,6,-0.583333333
519,7,-0.583333333
519,12,0.416666667
519,14,0.416666667
519,17,-0.583333333
519,18,-0.583333333
519,23,1.416666667
519,24,0.416666667
519,25,-0.583333333
519,26,0.416666667
253,1,1.296296296
253,2,0.296296296
253,3,0.296296296
253,4,1.296296296
253,5,-0.703703704
253,6,1.296296296
253,7,0.296296296
253,8,-1.703703704
253,9,-0.703703704
253,10,1.296296296
253,11,-0.703703704
253,12,-0.703703704
253,13,1.296296296
253,14,1.296296296
253,15,1.296296296
253,16,0.296296296
253,17,0.296296296
253,18,-0.703703704
253,19,-0.703703704
253,20,-2.703703704
253,21,-0.703703704
253,22,0.296296296
253,23,1.296296296
253,24,-2.703703704
253,25,-2.703703704
253,26,1.296296296
253,27,1.296296296
263,1,1.136363636
263,2,0.136363636
263,3,0.136363636
263,4,-0.863636364
263,5,1.136363636
263,6,1.136363636
263,7,1.136363636
263,8,0.136363636
263,9,-0.863636364
263,10,-1.863636364
263,11,-1.863636364
263,12,1.136363636
263,13,-0.863636364
263,14,-1.863636364
263,15,-1.863636364
263,16,-1.863636364
263,17,1.136363636
263,20,1.136363636
263,23,1.136363636
263,24,0.136363636
263,26,1.136363636
263,27,1.136363636
616,3,-0.615384615
616,5,1.384615385
616,6,0.384615385
616,7,0.384615385
616,8,-0.615384615
616,23,1.384615385
616,28,-0.615384615
616,29,-2.615384615
616,30,0.384615385
616,31,1.384615385
616,32,-2.615384615
616,33,0.384615385
616,36,1.384615385
331,1,0.636363636
331,4,-0.363636364
331,5,0.636363636
331,6,0.636363636
331,8,-0.363636364
331,9,0.636363636
331,16,-0.363636364
331,17,-0.363636364
331,20,-1.363636364
331,22,0.636363636
331,23,-0.363636364
355,6,0.8
355,12,-1.2
355,13,0.8
355,17,0.8
355,20,-1.2
450,1,-1.705882353
450,4,0.294117647
450,6,0.294117647
450,12,0.294117647
450,13,1.294117647
450,14,1.294117647
450,20,0.294117647
450,22,1.294117647
450,23,1.294117647
450,26,1.294117647
450,28,-2.705882353
450,29,-1.705882353
450,30,-0.705882353
450,31,0.294117647
450,32,1.294117647
450,34,-0.705882353
450,35,-1.705882353
151,1,-0.153846154
151,5,0.846153846
151,6,-0.153846154
151,8,-0.153846154
151,9,0.846153846
151,12,-2.153846154
151,13,-0.153846154
151,20,-2.153846154
151,22,-0.153846154
151,23,0.846153846
151,25,0.846153846
151,26,0.846153846
151,27,0.846153846
52,3,-0.909090909
52,5,0.090909091
52,6,0.090909091
52,8,0.090909091
52,16,0.090909091
52,17,0.090909091
52,19,0.090909091
52,20,0.090909091
52,22,0.090909091
52,23,0.090909091
52,24,0.090909091
3,1,1
3,3,1
3,4,0
3,5,0
3,6,-1
3,7,-1
3,9,-1
3,12,0
3,19,0
3,20,-1
3,22,1
3,23,1
908,1,-0.058823529
908,2,-1.058823529
908,3,-0.058823529
908,4,-0.058823529
908,5,-2.058823529
908,8,-1.058823529
908,11,0.941176471
908,12,-0.058823529
908,13,0.941176471
908,14,0.941176471
908,15,0.941176471
908,19,0.941176471
908,20,-2.058823529
908,22,-0.058823529
908,23,-0.058823529
908,26,0.941176471
908,27,0.941176471
777,2,-0.285714286
777,6,-0.285714286
777,7,-0.285714286
777,8,0.714285714
777,9,0.714285714
777,14,0.714285714
777,17,-1.285714286
777,18,-0.285714286
777,19,0.714285714
777,20,-1.285714286
777,21,-0.285714286
777,22,0.714285714
777,26,0.714285714
777,27,-0.285714286
292,1,0.705882353
292,3,-0.294117647
292,4,-0.294117647
292,5,0.705882353
292,6,0.705882353
292,7,-0.294117647
292,8,0.705882353
292,12,-1.294117647
292,13,0.705882353
292,14,0.705882353
292,15,0.705882353
292,17,-0.294117647
292,19,0.705882353
292,20,-3.294117647
292,22,-0.294117647
292,23,-0.294117647
292,26,0.705882353
272,1,0.727272727
272,3,-0.272727273
272,4,-0.272727273
272,5,-1.272727273
272,6,-0.272727273
272,7,0.727272727
272,8,0.727272727
272,9,0.727272727
272,10,-0.272727273
272,12,-0.272727273
272,13,0.727272727
272,15,-0.272727273
272,16,-1.272727273
272,17,-0.272727273
272,19,0.727272727
272,20,-0.272727273
272,22,-0.272727273
272,23,0.727272727
272,24,0.727272727
272,25,-1.272727273
272,26,-0.272727273
272,27,0.727272727
254,5,0
254,12,0
236,3,-2.285714286
236,5,0.714285714
236,6,0.714285714
236,7,0.714285714
236,8,0.714285714
236,9,-0.285714286
236,12,0.714285714
236,16,-0.285714286
236,17,-0.285714286
236,18,-0.285714286
236,20,0.714285714
236,23,-0.285714286
236,26,0.714285714
236,27,-1.285714286
445,1,-2.852941176
445,2,-0.852941176
445,3,1.147058824
445,4,-0.852941176
445,5,-0.852941176
445,6,1.147058824
445,7,-1.852941176
445,8,-0.852941176
445,9,1.147058824
445,10,-1.852941176
445,11,0.147058824
445,12,-0.852941176
445,13,1.147058824
445,14,1.147058824
445,15,0.147058824
445,16,-1.852941176
445,17,1.147058824
445,18,1.147058824
445,19,0.147058824
445,20,1.147058824
445,21,0.147058824
445,22,1.147058824
445,23,-0.852941176
445,24,-0.852941176
445,25,0.147058824
445,26,1.147058824
445,27,1.147058824
445,28,0.147058824
445,29,0.147058824
445,30,0.147058824
445,31,0.147058824
445,32,0.147058824
445,33,0.147058824
445,37,0.147058824
437,1,1.4375
437,5,0.4375
437,7,0.4375
437,12,-0.5625
437,16,0.4375
437,20,0.4375
437,23,0.4375
437,27,1.4375
437,28,1.4375
437,29,-0.5625
437,30,-0.5625
437,31,-0.5625
437,32,-1.5625
437,33,-0.5625
437,34,-0.5625
437,37,-1.5625
952,1,1
952,4,0
952,6,0
952,9,1
952,12,1
952,13,-2
952,22,1
952,23,-1
952,24,-1
952,26,0
938,3,-2.133333333
938,5,0.866666667
938,6,0.866666667
938,9,0.866666667
938,17,-1.133333333
938,18,0.866666667
938,19,-0.133333333
938,20,-0.133333333
938,21,-0.133333333
938,22,-0.133333333
938,23,-0.133333333
938,24,-1.133333333
938,25,-0.133333333
938,26,0.866666667
938,27,0.866666667
904,1,-1
904,5,0
904,8,0
904,15,1
904,23,1
904,24,1
904,26,-2
953,3,-0.5
953,4,-0.5
953,5,-0.5
953,6,-1.5
953,7,-0.5
953,8,0.5
953,10,0.5
953,13,0.5
953,14,0.5
953,15,0.5
953,19,-0.5
953,22,-0.5
953,23,0.5
953,24,0.5
953,25,0.5
953,26,0.5
805,1,0
805,2,1
805,3,1
805,4,0
805,5,1
805,6,0
805,8,1
805,9,1
805,11,0
805,12,0
805,13,0
805,16,0
805,18,0
805,19,0
805,20,-2
805,21,0
805,22,0
805,23,-1
805,24,-2
805,25,0
805,26,-1
805,27,1
971,4,-0.357142857
971,5,0.642857143
971,6,0.642857143
971,9,0.642857143
971,17,0.642857143
971,20,-1.357142857
971,24,-1.357142857
971,26,0.642857143
971,28,-0.357142857
971,29,0.642857143
971,30,-0.357142857
971,31,0.642857143
971,32,-0.357142857
971,34,-0.357142857
799,1,-0.428571429
799,5,0.571428571
799,6,-0.428571429
799,12,-0.428571429
799,17,-0.428571429
799,23,0.571428571
799,26,0.571428571
697,6,-0.888888889
697,8,1.111111111
697,10,1.111111111
697,11,0.111111111
697,15,-0.888888889
697,17,0.111111111
697,18,0.111111111
697,21,-1.888888889
697,26,1.111111111
554,1,0.75
554,5,0.75
554,9,0.75
554,12,0.75
554,17,0.75
554,20,0.75
554,23,0.75
554,24,-0.25
554,25,-0.25
554,26,0.75
554,28,0.75
554,29,-1.25
554,30,-2.25
554,31,-3.25
554,32,-0.25
554,36,0.75
13,1,0
13,2,0
13,3,0
13,5,0
13,6,0
13,8,0
13,20,0
13,23,0
13,24,0
339,4,0.333333333
339,5,1.333333333
339,6,0.333333333
339,7,1.333333333
339,8,1.333333333
339,9,1.333333333
339,10,0.333333333
339,12,-0.666666667
339,17,-1.666666667
